Label,Sample,Number,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
Healthy,29,2,-52.49848296131045,-52.20280383550583,-52.906463460857935,-53.20968201605741,-52.26071159300297,-50.67181844519446,-51.76698998327908,-53.18711658512903,-51.587019626126605,-51.55495183311218,-53.10172079246914,-53.64016512630711,-54.18354065052513,-52.33549043763388,-51.9402039071905,-51.823188860544825,-51.241808827055024,-51.8740761646317,-52.361641205723046,-53.286021441325246,-53.34516552226968,-52.964228744744666,-54.7580343731681,-55.3290123441533,-54.81044511318807,-54.82319592580229,-53.73861838926044,-54.84695819062918,-56.79107344944662,-55.80969466524276,-54.70537013973711,-54.01688920763309,-54.164224547652076,-53.18551634591203,-53.226180571484214,-54.53576053516429,-57.29597230770711,-55.28499260140654,-54.35431441950172,-55.219616700834074,-56.62238856734401,-55.68988914948973,-56.54609115571941,-55.87751640844735,-55.30852221484451,-56.29991034824488,-57.426066602529474,-57.793383489552774,-57.89718751163385,-57.396963696911094,-57.224823813966395,-59.34105007894278
Healthy,30,3,-52.205693131005305,-52.210566720743444,-53.05593283539803,-52.89126973929733,-52.41972056278124,-51.05439017815939,-51.880457074920976,-52.452725954405196,-51.35784138773812,-51.861299160022824,-52.537446547826896,-52.47133034220443,-53.686424449182795,-52.85235927545136,-52.938392404056856,-52.885289497996965,-52.52662969385273,-53.09560681946504,-54.076990948079,-56.60783438932289,-53.50309497096275,-52.73610629061408,-54.243083200355485,-56.36392788922306,-56.173970582514904,-55.694023956065465,-55.67089769242539,-56.02473921118041,-57.48937867689981,-56.51165627425084,-55.45169061878844,-55.08219498093706,-54.979753106227356,-54.10938271653019,-54.11218547112806,-55.08317578341731,-56.531184669245235,-57.4319775123487,-58.508265137899905,-59.66311124389814,-60.90841989138014,-61.25648230844321,-58.52498920565698,-56.968674145286684,-56.54663299056856,-57.311358676362886,-56.50708351098518,-56.81596210624583,-56.820040811155444,-56.44188332090624,-57.244928905363466,-59.20304528590526
Healthy,30,2,-51.88288628060519,-51.81732955079339,-52.36457822876047,-51.90828200566642,-51.39582793514628,-50.37021938161345,-51.099106269340524,-51.59621768669318,-50.82291486537997,-50.73560738523575,-51.927019793225575,-52.26613642468034,-53.69270162831482,-53.248483126565716,-52.355775413287624,-51.481020697352385,-52.03450757498294,-52.39249009534375,-52.480415622675935,-54.50379665470691,-53.61396077498178,-52.75159047292356,-54.28450323144236,-54.07374432393411,-52.82001643726719,-53.7687049422475,-56.30550567154097,-57.47108448121536,-56.68360757391699,-54.492293509250345,-52.941630892430325,-52.78628915568055,-53.45153035380563,-53.033268500580576,-53.21293328314241,-54.527985820783236,-56.5105777457861,-57.71048871409537,-58.41982801303146,-59.35568555958902,-57.17426378524301,-55.84093929306175,-55.5348004151044,-55.35634752563734,-54.92137894697032,-55.842845687764225,-57.473412688858744,-58.25389278184045,-57.758120956219734,-57.32564460855304,-58.51229987593872,-60.7803069380616
Healthy,30,1,-52.93883493120543,-52.89480861965583,-53.523595243011584,-53.43445323163513,-52.64328093388244,-51.66495847995961,-52.50345415158187,-53.3161339090406,-51.86950355855949,-52.060129125939696,-53.590238631145716,-53.34078163439148,-55.62328492276593,-55.26996069693975,-55.07891413247276,-54.535293551767275,-55.427881471872375,-55.39761822109683,-54.77089850218282,-55.56324963908891,-55.16642647714349,-55.0056720763167,-57.0919939421303,-56.869840434016595,-55.581627712876546,-56.99857308940746,-58.06768910658393,-57.81961047082147,-57.682603740976994,-55.27478566210427,-53.79667303862696,-53.63182472723631,-54.68240153774378,-54.115587758138346,-54.37792048500583,-56.11001386627806,-57.634978875413466,-57.45601771204374,-57.904008540629455,-59.067735266701945,-56.44877412723946,-55.580736862203175,-55.614921723339236,-55.23799145436761,-55.24579887328726,-55.75310362465981,-55.934143785418165,-56.127935316987454,-56.07825421562157,-56.18309127999916,-57.80072827190119,-60.110904573219635
Healthy,31,3,-52.5029373109289,-52.281376355235274,-52.95615344012491,-52.66807347469327,-52.72041997450528,-51.363731329193016,-51.9928706971431,-51.89214167835488,-51.29135059962483,-52.592171179613,-52.83303433482219,-52.40599782545105,-52.33477365330547,-52.39695202346003,-53.24705266032189,-52.222988540936306,-51.76090926026809,-52.22229150102489,-52.82719619441549,-55.80866959084005,-53.10812219191044,-52.19909227229089,-54.07727939273208,-55.45424769060129,-53.652149689961,-54.75525044378579,-54.90435599937547,-54.742427762482365,-56.34418627369261,-56.3125580962147,-54.45340768895395,-53.59532489944651,-53.76555251651876,-53.0242020962976,-53.13528511844473,-54.6114636296474,-57.07720646868658,-58.35714656379003,-57.68903735430638,-58.78652512665684,-58.84671479380053,-58.39283747459821,-57.77128295816994,-56.50378535676106,-55.902728150994776,-55.957400862762626,-56.21713105451957,-56.45889673393705,-56.737197599157064,-56.700217033911656,-57.23499011675412,-58.88472592650237
Healthy,31,2,-52.70310858103202,-52.720497489796905,-53.45456642806694,-52.52590320059382,-52.77419454291383,-51.57457396127058,-51.99689106871095,-52.13130456272669,-51.82833648750364,-52.51727971505819,-52.771526781024384,-52.374141082648045,-53.37009640901247,-53.14314296040888,-52.89652812903333,-51.988654812526,-51.66019811319853,-52.08043240776669,-52.501629687222355,-54.73796173481637,-53.73847169600638,-53.07474100300965,-54.94627475626512,-54.32550923365136,-53.61461533083652,-54.636861339680166,-55.32477475192686,-56.60605524801859,-56.9851733811437,-56.33206461583776,-54.10649836388367,-53.549291423842355,-54.04328201739346,-53.66442929001943,-53.65851487809366,-55.0642294829542,-57.70036862746174,-57.996025788203184,-56.16606282716481,-57.716181821244234,-57.93155192146667,-55.925876597989316,-56.41179799518163,-56.29224842560098,-55.47201136428602,-56.02354545679563,-57.00601994449451,-57.25816855946701,-57.64636391330181,-57.73237528817183,-58.34639611494233,-60.51045760560049
Healthy,31,1,-53.285071522540605,-53.26640974258144,-53.85107691225063,-53.39185203942692,-53.35839751781576,-52.478724483459295,-52.73976967896402,-52.81873844457476,-52.3201110283718,-53.01090558024278,-53.3526870944504,-53.227617415888076,-54.226338610092824,-53.210331510889155,-53.68782652012701,-53.043343877673614,-52.96472761158832,-53.59945597954769,-53.85577200716383,-54.8388029295848,-54.15929288849966,-54.20006917531402,-57.192816324395,-55.250298626161005,-53.65933495199822,-53.829822220802356,-53.631183876942856,-55.52921974750302,-57.13307777264944,-56.37885019706792,-55.172721726024534,-54.778094770040376,-54.5093977369246,-53.68563750438916,-53.95641787620659,-56.23912218820777,-58.26193368406102,-55.698987960309495,-55.91928323243139,-56.054607648692865,-55.24033536287682,-54.86935189843055,-56.93451195813171,-57.84171713841721,-56.426693611800275,-57.08079384821784,-57.69710368211975,-57.93562107227765,-58.41313778036514,-59.213728585488354,-59.50792776054418,-61.42565348861743
Healthy,32,3,-53.08492614449329,-52.91996330893785,-53.41363500359489,-52.75368803193221,-53.115812389387585,-52.322207902740786,-52.088921219597665,-52.5491785474278,-52.32180991544424,-52.02658091918393,-52.486241565317655,-52.551081530858006,-54.04997450953587,-53.48587209213166,-52.98524479913662,-52.70307501053641,-52.57625668687559,-53.95665229888845,-53.305278608268054,-52.83881226512825,-54.37530111640335,-54.84921487374891,-55.44248602225514,-53.76334803985239,-52.521448293434446,-53.316530464592674,-53.8151780496418,-55.16805298947439,-55.435257204165815,-55.81590784433833,-54.919090497255155,-54.29794584130683,-55.40384962201551,-54.22080776338334,-53.43686469985944,-54.357041772762614,-56.75232236061718,-59.43561299386882,-56.753969809267545,-57.301135341437835,-58.84362230170707,-57.75789345578549,-58.47998942986665,-58.08763798408124,-57.52955801261738,-57.87862278656759,-59.15124559620335,-61.254288572345104,-61.02574601236543,-61.31919447667392,-61.655433090881935,-63.53170654037313
Healthy,32,2,-53.2348229345719,-53.055334316390734,-53.48143014645798,-52.82024654338101,-53.15160042698153,-52.43488483582118,-52.199514130439624,-52.54262538051112,-52.151682351407906,-52.157750559682825,-52.33116651566327,-52.53960829929669,-54.588603423469934,-53.30707193112754,-53.477187194753846,-52.863807974551975,-53.4883733584754,-54.27772416802938,-53.87646408730221,-54.10752369140696,-55.43989027164689,-55.69704544338036,-56.02622626013045,-53.87942780868001,-53.24748799439394,-54.114991327867855,-54.52245794770715,-56.844891309150746,-56.7776417344771,-56.53843924144241,-55.18457946352651,-54.899348711414106,-55.95500392759863,-55.37381215296329,-54.80089320201245,-56.07451217749273,-58.465136847872785,-58.70666885577066,-57.663690125599075,-58.51762262244962,-58.05892898741148,-57.064753979732295,-58.00030905737866,-58.54549260317909,-58.169010033687854,-58.722886035787674,-59.4539510689654,-61.26474379010827,-61.76704991092538,-62.68119792799675,-63.5425384207428,-65.00754533749914
Healthy,32,1,-53.03884350306437,-52.91493803111191,-53.4218697525429,-52.74621343547877,-53.11176969156196,-52.44207954810524,-52.25598081914917,-52.56259670093149,-52.138758643489126,-52.036943726140905,-52.28314202215309,-52.415623912226124,-54.0299287780551,-52.81770791880916,-52.63863422939885,-52.085078453508885,-52.272454739743715,-53.65537888248511,-53.35971413128833,-53.38449201012318,-55.2685063294025,-54.902910849710395,-57.03189687666713,-54.172939189694674,-53.00208760420496,-53.21285802227039,-52.973725872407506,-54.64895076219929,-56.25184561767439,-56.337102542806356,-54.67972181571124,-54.456257440738256,-55.37884840294869,-54.15771886583745,-53.531900868917916,-54.77585494717327,-57.29208420741338,-58.06342102137958,-56.40207301132787,-57.75617071214776,-58.197951427450114,-56.75219882713176,-57.97570551725134,-58.43870333293566,-57.82120724471953,-58.56756608695251,-59.45763618864659,-61.189423136961096,-62.065642655271496,-62.620231765035626,-62.36218942170325,-62.6606029457013
Healthy,33,1,-54.51014178222535,-54.21260925893347,-54.81227520912364,-54.8254233053588,-54.64574334623136,-52.858127705115464,-53.60033694674268,-54.30345907178521,-54.63209410836558,-54.232846067570755,-53.96135703830127,-53.01571891630492,-55.21157819461716,-56.85606169563617,-55.65655284389891,-55.52165300132713,-55.67270743078737,-55.67019251669775,-53.85360967085425,-54.10137993477662,-55.04513033730045,-56.26662401938077,-56.42788873096979,-54.28544647127023,-53.4139921753195,-54.519574847628675,-55.24232321509275,-56.87130582811577,-57.55356292975982,-56.2672519445178,-54.60807869447304,-53.45199316654938,-55.402013332633196,-54.05988545393786,-54.1809834608841,-55.075945110342005,-56.129849129611856,-57.529085031359116,-56.71905901572272,-58.69592920765791,-57.268043114822774,-57.001306041322835,-57.86262441380488,-57.74713132050187,-56.16292868783777,-56.84094356957889,-59.06037762184959,-58.5375500506195,-58.5590683378033,-59.55033519072397,-60.14066624140586,-58.62021250854225
Healthy,33,2,-53.83896522541608,-53.53918303288544,-53.706617528676546,-53.873836446514446,-53.791949188121905,-52.42101072789445,-52.72715166508493,-53.81745739961717,-52.77928074680632,-53.11767460607027,-52.59800096292625,-53.28673042664726,-54.7853422782554,-53.554121306020704,-53.60365153528697,-53.15228332145986,-54.17272004510103,-54.55756996614351,-53.438452779866736,-54.903783696754616,-55.27703553791723,-54.5119829737811,-57.65457453166903,-54.22655029249324,-53.00235284585564,-53.377793626488824,-54.35643226341882,-55.63515213667848,-56.554939360535926,-56.96926102486362,-55.8786341451946,-55.335362212010196,-55.09437294553087,-54.61459731188795,-54.897310425913645,-56.29627759502392,-57.32304640608675,-57.74761251326793,-57.64928075408818,-58.80955755494157,-61.13910703459798,-59.24899444879699,-61.301266508366695,-60.862527112929065,-59.011048217104104,-59.05665310543313,-59.59125928148567,-60.957310514489905,-61.452021058456616,-63.20909561872388,-63.540497620238085,-62.21323436726742
Healthy,33,3,-53.85685239349676,-53.55685286353476,-53.872130546612794,-53.633538961147295,-53.51192351567484,-52.4098653873896,-52.56405781102633,-53.00000155005465,-53.07066198512952,-53.672694999068554,-53.557147500354,-53.662486511513336,-55.1002473968802,-53.338189420897386,-52.89446070083126,-52.771494828466274,-53.17275934222493,-54.1361841308197,-54.02419740248011,-55.05040770751444,-53.927967675916136,-53.357961094996575,-55.02265113724263,-54.056825418286145,-53.097071501354556,-53.12221588119344,-53.627611319405936,-55.30748377179542,-55.328928042324314,-56.07061019341081,-56.14634869395799,-54.74329708868312,-54.517968418455276,-54.18692291251787,-54.24554226637119,-55.43132350866189,-57.458311300634335,-57.77953301595872,-57.342979717431035,-58.19540789377008,-59.43729693559777,-57.727017380844444,-59.63408653971751,-59.39598442579754,-58.73013233321088,-59.80505165053487,-59.5687861138581,-57.75708149357481,-57.47069016716945,-57.492224541750296,-57.25737613425116,-58.07740014973724
Healthy,34,3,-53.18145708647451,-52.88835447206529,-53.3351387515703,-53.05451504203334,-53.286744439562604,-52.31261060870297,-52.81894499761883,-52.50237260033201,-51.48455207400878,-51.669360954373325,-52.733541577231136,-52.36017196449439,-53.262975139452976,-52.05025550513976,-52.377982302078664,-52.15129853713065,-51.605767647326786,-53.08118926361466,-52.26016819405439,-53.44755184743554,-54.958475268284126,-53.92833206240969,-54.73751850258732,-54.18229493435248,-52.75583861231867,-53.58672236125534,-54.006877737387384,-55.26311106229364,-56.92148957478365,-55.329013479254314,-53.47093447083687,-53.19919631559887,-54.265486708231435,-53.373842812487354,-53.08339514228942,-53.87965937280602,-55.69450623623899,-57.347580166442135,-55.41605694453412,-56.74366066396785,-56.51027170186809,-54.705799949331166,-54.74293629491754,-54.99442204347339,-54.4604275018238,-54.96426945044411,-55.85576746690664,-56.36202537391423,-56.18009884714303,-56.63871396204007,-57.771364646802,-59.495675802120715
Healthy,34,2,-53.12911361307194,-52.81372270665925,-53.51361526571604,-53.1905535117114,-53.59577242516849,-52.39330457561648,-52.79594572015804,-52.751175528679624,-51.22231417286444,-52.099128497422626,-52.91479521512154,-53.58516559903602,-53.847568298425415,-52.394932829856835,-53.62535222588468,-53.06186102181879,-53.05975046329518,-53.89978261845269,-53.7964848280952,-54.587263617257015,-54.570046168826714,-54.839271918069215,-56.32198024956172,-54.89920505583675,-53.014233348818365,-54.00138891760005,-53.84257954366427,-55.46123388455505,-57.58133325437189,-55.988830873011786,-54.105488315836595,-53.748076390752274,-54.74945044170484,-54.33955171837746,-53.72036881131267,-55.08764175396492,-58.354237988366975,-56.280167813066384,-56.10030884607099,-56.94242393298084,-55.62354427298424,-55.117167067579544,-56.951009374235724,-56.67067571454613,-55.97238401125682,-57.29550763728824,-57.8067012616016,-57.65007053495913,-58.02614897082785,-59.068704504540236,-59.863955364196855,-61.54536075154311
Healthy,34,1,-52.21799105962695,-52.36828339818299,-52.85787218514851,-52.676065951370276,-52.3762056929442,-51.609631114539724,-52.174272843813455,-51.53205309556852,-50.51982177473967,-50.956341100759495,-52.03756122804308,-52.19029286063347,-51.13596892474234,-50.486052550401155,-51.75838826441268,-53.40056149837848,-52.716014702253176,-53.24213521931761,-53.016916573581916,-52.96001553824968,-51.39836251075609,-51.07312252224956,-51.70054531667519,-50.027462252927705,-49.72788318941138,-51.02089498745316,-52.14291597505994,-54.37612414202054,-54.27883514525612,-53.67261429687801,-52.54039764013113,-51.920626089574284,-52.175619857863666,-51.75269634556105,-51.70247628412401,-52.44867911516547,-54.01764804830635,-56.660645446609514,-55.09659147058315,-55.254916871338196,-55.10550885216708,-55.030147471280124,-55.140588890493376,-53.68234157695804,-54.047396441338606,-53.81001603149264,-52.80731046559411,-52.627945674482746,-52.827667622578005,-53.34003645672608,-54.25859780776996,-55.80449741007701
Healthy,35,3,-52.411913078165036,-52.19681146764856,-52.596878365854636,-52.04344743162583,-52.088251379227856,-51.520607616272294,-51.60985141960819,-51.61307860161333,-51.21248884022555,-51.527414908305914,-51.87982063089887,-52.03705610118205,-53.405006188570226,-52.97836765399441,-52.9279056505069,-51.74637654466874,-51.391715345058174,-51.96102665172713,-51.48001110269614,-52.11189613394015,-53.59351887095349,-52.97139865539853,-54.4064112183002,-55.07168141032999,-53.42560323398799,-54.57885463114043,-56.334462521037175,-56.5834141693151,-57.2869618595728,-55.29183000281363,-53.75788047218036,-53.347100432020376,-54.11669581252647,-53.48512640293489,-53.37701909127369,-54.98824427134345,-57.71497043231284,-57.39117911856127,-56.42479943599824,-58.71789028365717,-58.84054519659671,-57.33217853509949,-58.01899040318246,-57.50923524719787,-56.78938276368889,-57.61508099564878,-58.644089765825655,-58.79603837312486,-58.89967702968025,-59.42294692164714,-61.539822167606594,-62.15627631716566
Healthy,35,2,-52.46180248661527,-52.378233514468235,-52.87979661944952,-52.35314308571836,-52.536996950166966,-51.73553331265428,-51.936778527178966,-52.19020094786406,-51.641043653869765,-51.738351897828736,-52.296373380629895,-52.35047171098628,-53.55607057854723,-53.98565089090343,-54.05756817535729,-52.618650636008326,-52.34502428019209,-52.81118484056268,-52.06326056135058,-52.51776801792728,-53.95668473878412,-53.81427114325466,-55.1731058834186,-55.03314552992872,-53.70053635590708,-54.37919938076759,-55.15131978003416,-56.24691255292091,-57.640584822584515,-56.08802942885019,-54.6366918647096,-54.07081936247753,-55.0406634686098,-54.177999873356065,-53.87549541452263,-55.36590458060529,-59.8252492953959,-57.17142892994603,-56.02326774463093,-56.96060669450915,-58.84180154614076,-56.68755262409959,-56.797509169799724,-55.64385700673991,-54.60322920035621,-55.2222781221031,-55.96141605472012,-56.28373538840573,-56.170813979394076,-55.809294468982415,-56.67520686748402,-58.65818298896026
Healthy,35,1,-53.579883887322794,-53.13320030641654,-53.74977531603241,-53.21619964419291,-53.26171009487911,-52.21477183976725,-52.261078437771815,-52.73192119511194,-52.02208014693254,-52.05339659086874,-52.262204206620325,-52.67791208993832,-54.34602695514097,-54.31661655578705,-54.15200200253899,-52.50540576172247,-52.96553562822298,-53.21086600367014,-52.34426349967716,-53.02476795039934,-53.646406837022354,-53.393238300180116,-54.43746916663943,-53.79302741633481,-52.79183379808008,-54.16727349889537,-56.37195910308389,-58.05664590294435,-56.69041144223152,-55.0192314869068,-53.27763706425883,-52.816416803082575,-53.770020500223154,-53.71969457494331,-53.52737024777359,-54.83366207921708,-58.50069233530671,-57.40188021806914,-56.18451794707495,-57.57124018714891,-56.76867895893052,-55.264695599776005,-55.30767478353421,-54.976799912216876,-54.64109662586605,-55.530249678492744,-57.033283430446495,-57.11625505558554,-56.71999301491488,-56.72636566391829,-58.0112107229112,-59.38325711750005
Healthy,36,3,-53.50087477485662,-53.12663917885314,-53.6547469521464,-53.304890994750735,-52.741609477776954,-52.124046039694505,-52.616003106088414,-52.85040697361118,-51.70561264207234,-51.68264910298035,-52.420301342942864,-52.317008377812975,-53.46844882473759,-53.341823698846156,-54.234615100481,-53.10305510213618,-53.388555421971574,-53.95408267211778,-53.1169185188613,-53.74200493358218,-55.10466440187486,-54.19755636342111,-55.183142711164585,-54.70483670855255,-54.11569409082904,-55.65049385555011,-56.55615635877834,-56.687329079265155,-56.148518675869035,-54.62741064070336,-52.89905780925358,-52.50437176103467,-53.26916359911672,-53.20423300824078,-53.28887800676442,-55.04793373778904,-57.572845299386266,-57.284010804891146,-56.317224616730435,-58.49294662521441,-56.11536195539432,-54.40711856888402,-54.66389599267552,-54.89216051062477,-55.15606380142848,-55.58320917415614,-56.11019578072387,-56.34186778898368,-56.251652521983914,-57.461307544235105,-59.605007852628404,-62.038377905074746
Healthy,36,2,-52.142692290421984,-52.010595578968136,-52.67848657348965,-52.30774365355838,-52.03707925525822,-51.1339002221542,-51.54887343046682,-51.71774657116959,-50.63737402003623,-51.07484116768434,-51.79787956864892,-51.42689878347072,-53.168946363962505,-52.37456008691963,-52.848866344194434,-51.72459418432982,-51.29626453416007,-52.0756378710809,-51.3075926150366,-51.69910407361034,-53.698606281958334,-53.91413870214165,-55.8248375782091,-55.56144590728727,-54.25943472867082,-55.204545293601804,-55.715023796939875,-55.55113883357941,-55.30315781611734,-54.61432848560644,-53.13117993616431,-52.76116517911863,-53.58302617433674,-52.93661176720481,-52.73851957342713,-54.20235294204561,-56.09707797874479,-55.26375951606283,-54.48519649906885,-57.19380744318191,-55.36511912727755,-53.63477278801123,-54.07812382231101,-53.86817011645279,-53.55859267088373,-54.22741878509204,-55.43020580427228,-55.71974533071142,-55.399831428477526,-55.930481265628494,-57.010712045877014,-58.22703398280433
Healthy,36,1,-53.6801675428714,-53.16078327144538,-53.61433510612969,-53.686731456035865,-53.76147972131726,-52.458846556039674,-52.380660424942064,-52.976524081921816,-52.314551184573475,-52.24548070291532,-52.27480189044884,-52.20235609017392,-54.465053804340485,-53.39567263593415,-53.641524007676516,-52.925794759208244,-53.18061707829273,-53.365554625907734,-51.96971918534213,-52.44609715471079,-54.71585683411789,-54.94601010988907,-56.25854538412126,-55.69477146525416,-54.77477066327555,-55.43149414617629,-55.79972833391358,-57.38273757524648,-57.30081669352158,-55.37163388315485,-53.335952494698745,-52.9837819303346,-54.14874833560966,-53.528309307925014,-53.088743016207786,-54.45259721375541,-57.41475749209357,-56.65791175601824,-55.259899228880286,-57.6267220768556,-56.392129337336144,-54.58842549028867,-54.686737502855976,-54.60962439025786,-54.64974579433778,-55.171215990772005,-55.702123592575326,-55.85429061565862,-55.89138050824107,-56.288365880099846,-56.908955864677324,-58.751471554478336
Healthy,37,1,-52.42015802289658,-52.09843389250225,-52.70489560716324,-52.27753433653806,-52.00801629334316,-51.35622761949206,-51.58546313695679,-51.62725196688168,-51.16003031015655,-51.427497112368485,-51.947887110177945,-51.956287688685606,-53.46709209372038,-52.61840268805926,-53.77441698967982,-52.535595582765524,-52.442821984219364,-52.92138448582564,-52.50172754468919,-53.286192080008576,-55.680355034751344,-54.70903516705584,-55.9388610075106,-55.423773264717894,-54.226456367766296,-54.553614963903854,-55.10585033103612,-56.69897969687626,-58.828139195767946,-57.610670580442005,-55.8186744548858,-55.04422628098092,-56.05447329980882,-56.0510576928985,-55.64646582209357,-56.88786958417488,-59.42037685329153,-60.682768438408004,-58.98515602099002,-60.683254084619136,-60.046350823538646,-58.870048512922644,-60.499213754297195,-59.787434975905185,-59.08842265739964,-60.03615642902933,-60.89555340550064,-60.6684776037661,-60.15621471186398,-60.32215221415249,-61.06812016036743,-61.954293887501635
Healthy,37,2,-52.933544161782926,-53.50208809472714,-53.9617680778937,-53.93930674896167,-52.773133088086944,-51.28182506227248,-51.81020077853291,-52.039710301103156,-51.05501261889823,-52.220311841088886,-51.802927096416965,-51.38760602262088,-52.729056263480146,-53.323848116608005,-53.24020949587646,-51.66523850831488,-51.93449334490037,-52.25112067234652,-51.972260991450945,-53.011208523654,-55.13526788755271,-54.014165440666545,-55.624046882981716,-54.13833209521325,-53.70312827477386,-55.047977498179996,-55.553877411640926,-56.17633953018193,-56.619216764105616,-55.73130823000498,-52.62665190107131,-52.18704331697754,-53.3799345084507,-53.35032587158647,-53.56826708602448,-54.27515593733234,-56.46652211881164,-57.19590455658559,-56.438874820602116,-57.82068871004536,-54.91601261723579,-54.35194019111321,-54.405022580194625,-54.12019028612014,-54.35241119705872,-54.42357008575925,-55.46929218622963,-55.54759903072306,-55.62456619352577,-56.70843569642338,-57.55025548113953,-59.45795150654888
Healthy,37,3,-51.69550762960455,-51.546487205502785,-52.17627160062209,-51.998184422630175,-51.58805212080641,-50.70706376088922,-51.15440688111123,-51.239266261877034,-50.34449729822613,-50.686293978615275,-51.32793929534812,-51.35809103091933,-51.49957161285823,-51.227493435431306,-52.36885855519559,-51.03853287649632,-51.27532587415154,-52.14250998678766,-51.628727614347284,-51.85786190236492,-52.50203755515923,-52.00103302112708,-54.194742210123685,-54.035646804197256,-52.85925971711694,-53.80254273470147,-54.66449748016939,-55.30091754372804,-54.48495203758959,-54.11519908890636,-52.53962048005513,-52.06958769515835,-52.90931403944411,-52.05272536688244,-51.77531201276675,-53.13269585798449,-55.29592539398849,-55.72300052175101,-55.408635809872024,-56.745323712487725,-53.95073457072812,-53.28653331185581,-54.770600490427725,-53.35224862341036,-52.81854822757997,-53.706915074694805,-54.48526074937103,-54.492052817860866,-54.59544124633251,-55.516315656935944,-56.45310112849536,-57.91763344524711
Healthy,38,1,-52.086056853568195,-52.04429945470225,-52.65171718855914,-52.034672322809215,-51.91007426257424,-51.54085040388579,-51.86779249327424,-51.92101917206125,-51.67396021464405,-51.62533087733672,-51.96034936843407,-51.81894320048605,-52.4791374369648,-52.516986080129314,-52.77898131884517,-52.13572145395381,-51.6989285094935,-52.785016984505276,-52.768379471879655,-52.72333655732833,-53.15122837069323,-53.14667452712321,-53.12143694309132,-51.40989920743724,-50.52660362931442,-51.00802648527885,-51.60044981881591,-53.77061003022341,-55.57584542959886,-54.831600672522065,-52.91171442532394,-51.975401517785336,-52.377130570527584,-52.376490998909574,-51.964910641821554,-53.18392864161831,-55.19251145774844,-56.195999785373154,-54.60788570612743,-54.76599297796287,-56.21289028667797,-57.23277554929726,-56.21843317153986,-54.40067570861966,-53.95111008449383,-53.875986421714856,-54.892696294834835,-56.02498851229119,-55.978056122011935,-56.0293435067603,-56.4559057057961,-58.15733528270587
Healthy,38,3,-52.61516183769003,-52.19404373992303,-52.49739764854171,-52.19933391530715,-51.972959168908524,-51.36969696738994,-51.57935760012602,-51.63102312211883,-51.42528427081223,-51.73402119686375,-51.76265575553137,-51.89555604365352,-52.65080622569548,-52.22711978504772,-52.57710713646206,-51.483253666419586,-51.56291451850297,-51.711943484940505,-51.41089298505798,-53.05054984567853,-53.32079665179727,-52.42045740036764,-53.55936742968331,-53.301653601864665,-51.905259219726204,-52.786061922806134,-53.31939489547593,-54.34967173063677,-55.73122301655718,-54.308821027005266,-52.37708891589498,-52.16189491154654,-53.00554880231745,-52.41065618091942,-52.25427647776704,-53.73970660919882,-56.44641988988802,-56.25969015009681,-55.158339606216316,-57.064285229818026,-56.521906024267274,-54.700027022550984,-54.726681924492915,-54.138824648681236,-53.83429918889391,-54.456056015296355,-54.475633711615544,-54.81084004263473,-55.35752782695933,-55.49704313830043,-56.522229111360346,-57.920330390181356
Healthy,38,2,-54.7136997852568,-53.22197009173192,-53.21550164929569,-52.590908297679874,-54.68688152858414,-52.72805462948939,-51.66160956114943,-51.8010657625196,-52.682018980981475,-54.096612443645085,-51.53995888249837,-51.33197219342679,-53.52601916369941,-54.001485594840084,-52.60177534221144,-51.22738133450879,-52.59813080670391,-55.07749596963191,-53.02494454443084,-52.65848554087498,-52.64617058642217,-54.38441427276167,-53.23847138075581,-50.856543518910755,-50.64677019174369,-52.53804174956419,-52.97150884287128,-53.927390100931234,-55.26619146333884,-56.63567870249519,-53.572069664538034,-51.91124574567361,-52.240236402359045,-53.510506851266896,-53.95751106978813,-54.39172347332496,-54.76948517021506,-55.76076510507468,-57.552744715116546,-56.550823313262285,-55.748816456720284,-56.97776931666584,-57.1150529064116,-54.68304281556851,-53.52236628933614,-53.53733719238558,-54.97532440388105,-56.2152163043163,-55.1962443967669,-55.01842536420441,-56.17512203797986,-58.702496949641514
Healthy,39,1,-52.17402315488465,-51.94785626782024,-52.500133758468266,-52.07859341328862,-51.75065363256405,-51.02859489376485,-51.33185281491755,-51.35729429439745,-50.99429810018819,-50.823963051144325,-51.53929642347058,-52.18811212304552,-52.56413484272822,-52.00930325338365,-52.336275049332706,-51.67939355784867,-51.89070748467047,-52.52695317708006,-51.92532661767484,-52.9284122854654,-54.959129570430505,-54.75544256626862,-56.206486711329404,-54.213542313290574,-53.05009384492553,-54.30905741580135,-54.72662771575343,-56.33257976578009,-56.19597145600252,-54.47775137821243,-53.07329907913045,-52.40433925295228,-53.150009757729705,-53.491499489964276,-53.565812454404835,-54.977443404927016,-56.69063541792261,-58.47064260632655,-56.583832141566965,-58.61656400528691,-57.79658636897021,-56.39602655168097,-56.91005980753536,-55.683465103413056,-55.11440038196858,-56.08128612465257,-57.0397956370605,-56.482635741009986,-56.64807891037878,-58.18403049475279,-60.01444274809246,-60.47493330380966
